"","company_name","overall_rating","num_reviews","company_url","headquarters","review_summary","link_to_reviews"
"1417","Brown Shoe","3.1","259","www.brownshoe.com","Saint Louis, MO","Good Environment, great leadership, great stable of Brands, good salary and benefits See all Reviews","http://www.glassdoor.com/Reviews/Brown-Shoe-Reviews-E110.htm"
"1418","Social Security Administration","3.0","251","www.ssa.gov","Baltimore, MD","very flexible hours and great benefits See all Reviews","http://www.glassdoor.com/Reviews/Social-Security-Administration-Reviews-E41689.htm"
"1419","Parsons Corporation","3.2","238","www.parsons.com","Pasadena, CA","9/80 schedule allows for every other friday off. Great coworkers, and young staff. See all Reviews","http://www.glassdoor.com/Reviews/Parsons-Corporation-Reviews-E4006.htm"
"1420","Sur La Table","2.8","224","www.surlatable.com","Seattle, WA","The 40% employee discount. Talking to and helping the customers. See all Reviews","http://www.glassdoor.com/Reviews/Sur-La-Table-Reviews-E38800.htm"
"1421","City Year","3.6","222","www.cityyear.org","Boston, MA","Amazing organization that does great work. Strong sense of culture and teamwork. Fun-loving atmosphere. Opportunity for increase in responsibility. See all Reviews","http://www.glassdoor.com/Reviews/City-Year-Reviews-E147224.htm"
"1422","CME Group","3.4","221","www.cmegroup.com","Chicago, IL","Exposure to experts from various financial industries Opportunity to work with employees in different countries See all Reviews","http://www.glassdoor.com/Reviews/CME-Group-Reviews-E7796.htm"
"1423","OfficeTeam","3.3","205","www.officeteam.com","Menlo Park, CA","The best reasons to work here are that the agency really looks to help temps find their perfect fit. I didn't waste a lot of time going on… See all Reviews","http://www.glassdoor.com/Reviews/OfficeTeam-Reviews-E473258.htm"
"1424","Lucky Brand Jeans","3.1","191","www.luckybrandjeans.com","Los Angeles, CA","people are nice, the DM is super nice, product is good, discount is great, and the customers are so sweet. See all Reviews","http://www.glassdoor.com/Reviews/Lucky-Brand-Jeans-Reviews-E196872.htm"
"1425","Boston Market","2.7","158","www.bostonmarket.com","Lakewood, CO","The pay was decent and the job wasn't too demanding See all Reviews","http://www.glassdoor.com/Reviews/Boston-Market-Reviews-E2364.htm"
"1426","Amtrak","3.3","141","jobs.amtrak.com","Washington, DC","the benefits are pretty good & the ability to travel for free See all Reviews","http://www.glassdoor.com/Reviews/Amtrak-Reviews-E2912.htm"
"1427","Newedge","2.6","123","www.newedge.com","Paris, France","$15/hr with no responsibility Good culture, everyone was very nice See all Reviews","http://www.glassdoor.com/Reviews/Newedge-Reviews-E43338.htm"
"1428","2U","4.1","118","www.2u.com","Landover, MD","Overall I've had a great experience with 2U. I started working freelance as a content producer and have recently joined the content review team… See all Reviews","http://www.glassdoor.com/Reviews/2U-Reviews-E324050.htm"
"1429","Bally Total Fitness","3.2","106","www.ballyfitness.com","Chicago, IL","Benefits working out at the gym See all Reviews","http://www.glassdoor.com/Reviews/Bally-Total-Fitness-Reviews-E5565.htm"
"1430","Pinkberry","3.1","92","www.pinkberry.com","Santa Monica, CA","Very friendly environment and fun to work in, my coworkers were great and the customers were always fun to meet See all Reviews","http://www.glassdoor.com/Reviews/Pinkberry-Reviews-E233462.htm"
"1431","Computershare","2.3","89","www.computershare.com","Abbotsford, Australia","There is nothing positive to say about Computershare. See all Reviews","http://www.glassdoor.com/Reviews/Computershare-Reviews-E29192.htm"
"1432","Landor","2.6","84","www.landor.com","San Francisco, CA","Employees are talented and nice. See all Reviews","http://www.glassdoor.com/Reviews/Landor-Reviews-E14061.htm"
"1433","Mindlance","2.9","83","www.mindlance.com","Hoboken, NJ","Can't think of any. Except the friendly intro email with a complete job description. See all Reviews","http://www.glassdoor.com/Reviews/Mindlance-Reviews-E249667.htm"
"1434","Givaudan","3.3","75","www.givaudan.com","Vernier, Switzerland","Working with the leading company and in a dynamic industry on the manufacturing side. Able to work on projects from small clients to celebrities… See all Reviews","http://www.glassdoor.com/Reviews/Givaudan-Reviews-E10735.htm"
"1435","Houlihan's","3.1","75","www.houlihans.com","Shawnee Mission, KS","Nice fellow employees, half off meals See all Reviews","http://www.glassdoor.com/Reviews/Houlihan-s-Reviews-E6496.htm"
"1436","Buck Consultants","3.1","72","www.buckconsultants.com","New York, NY","Great benefits and hours. Rewarding. Challenging. See all Reviews","http://www.glassdoor.com/Reviews/Buck-Consultants-Reviews-E329485.htm"
"1437","Legg Mason","3.6","70","www.leggmason.com","Baltimore, MD","Colleagues are very friendly and nice. See all Reviews","http://www.glassdoor.com/Reviews/Legg-Mason-Reviews-E397.htm"
"1438","Bob's Discount Furniture","3.1","59","www.mybobs.com","Manchester, CT","Company geared towards customer satisfaction. Good benefits for FT associates. Vac & sick time for both FT/PT associates. Fun environment at times. See all Reviews","http://www.glassdoor.com/Reviews/Bob-s-Discount-Furniture-Reviews-E25484.htm"
"1439","New York College of Health Professions","4.0","54","www.nycollege.edu","Syosset, NY","It is a place that appreciates talent, which is one of the best things about this college. See all Reviews","http://www.glassdoor.com/Reviews/New-York-College-of-Health-Professions-Reviews-E272048.htm"
"1440","Santander Bank","2.4","54","www.santanderbank.com","Boston, MA","Incentives are good, promotions mainly come from within See all Reviews","http://www.glassdoor.com/Reviews/Santander-Bank-Reviews-E828048.htm"
"1441","Gucci","3.3","53","www.guccigroup.com","Amsterdam","Very well organized, lots of incentives, huge discount See all Reviews","http://www.glassdoor.com/Reviews/Gucci-Reviews-E5314.htm"
"1442","Humanscale","3.5","52","www.humanscale.com","New York, NY","The community definitely makes me motivated to keep coming back everyday. The way each coworker bonds with one another makes you feel welcome as an… See all Reviews","http://www.glassdoor.com/Reviews/Humanscale-Reviews-E29618.htm"
"1443","Haymarket Media","2.7","52","www.haymarket.com","London, United Kingdom","Truly one of the best cultures I've worked in in years. Generally very employee driven. See all Reviews","http://www.glassdoor.com/Reviews/Haymarket-Media-Reviews-E258809.htm"
"1444","Red Mango","3.0","50","www.redmangousa.com","Dallas, TX","Interacting with customers, autonomy, making yogurt See all Reviews","http://www.glassdoor.com/Reviews/Red-Mango-Reviews-E322668.htm"
"1445","BET","3.5","47","www.bet.com","Washington, DC","Great hands on experience with this internship See all Reviews","http://www.glassdoor.com/Reviews/BET-Reviews-E412.htm"
"1446","Real Soft","3.8","45","www.realsoftinc.com","Monmouth Junction, NJ","The best thing are the PEOPLE which make the company, colleagues are very warm, friendly and helpful in all respects, I am new to this profession and… See all Reviews","http://www.glassdoor.com/Reviews/Real-Soft-Reviews-E247408.htm"
"1447","ASCAP","3.0","36","www.ascap.com","New York, NY","Great teams to work with. Managers are great. Work-Life balance is very good. Flexible work hours.Recently went Agile and is doing great progress. See all Reviews","http://www.glassdoor.com/Reviews/ASCAP-Reviews-E5857.htm"
"1448","Schematic","3.0","35","www.schematic.com","Los Angeles, CA","the people and the culture were awesome See all Reviews","http://www.glassdoor.com/Reviews/Schematic-Reviews-E109304.htm"
"1449","Desigual","3.2","34","www.desigual.com","Barcelona, Spain","Strong control over projects, great coworkers, relaxed and fun work environment. ""La Vida es Chula"" is very strongly emphasized in the workplace. See all Reviews","http://www.glassdoor.com/Reviews/Desigual-Reviews-E385914.htm"
"1450","Active International","2.9","33","www.activeinternational.com","Pearl River, NY","Pays well, if you get in with a good team, you'll learn and grow. See all Reviews","http://www.glassdoor.com/Reviews/Active-International-Reviews-E15960.htm"
"1451","Infineum","3.9","33","www.infineum.com","Abingdon, United Kingdom","Lots of Projects to work on, so u are not bored. If u run out of something to do, all you need to do is inform your supervisor and you will… See all Reviews","http://www.glassdoor.com/Reviews/Infineum-Reviews-E9280.htm"
"1452","PHD Media","3.1","33","www.phdww.com","London, United Kingdom","Not a lot of the red tape you see at other agencies, Friendly and supportive work environment See all Reviews","http://www.glassdoor.com/Reviews/PHD-Media-Reviews-E36260.htm"
"1453","Vice Media","2.7","32","www.vice.com","Brooklyn, NY","Paid internship ($10) which is rare for media, lots of opportunities to write articles and get bylines, no boring intern tasks like getting coffee. See all Reviews","http://www.glassdoor.com/Reviews/Vice-Media-Reviews-E26906.htm"
"1454","Village Voice","2.5","31","www.villagevoicemedia.com","Phoenix, AZ","Working directly under the art director, huge focus on learning the industry of newspaper photography, on your own for a good amount of the work (out… See all Reviews","http://www.glassdoor.com/Reviews/Village-Voice-Reviews-E7004.htm"
"1455","Analytic Partners","4.0","31","www.analyticpartners.com","New York, NY","Analytic Partners is a great place to launch a career. They provide new hires with great training, client exposure and a fast paced environment in… See all Reviews","http://www.glassdoor.com/Reviews/Analytic-Partners-Reviews-E150036.htm"
"1456","Covanta","2.7","31","www.covanta.com","Morristown, NJ","great employees to work with on a daily basis below the shift supervisor, unfortunately they are drug through the mud also eventually effecting moral See all Reviews","http://www.glassdoor.com/Reviews/Covanta-Reviews-E492.htm"
"1457","FalconStor","2.3","31","www.falconstor.com","Melville, NY","You can excel in a position if you are allowed the chance. Management has been changing, so there are new opportunities. See all Reviews","http://www.glassdoor.com/Reviews/FalconStor-Reviews-E3691.htm"
"1458","Continental Guest Services","2.2","29","www.continentalguestservices.com","New York, NY","Opportunities to work in different large and small Manhattan hotels, sometimes independently. Opportunities to understand the rhythm and pace of… See all Reviews","http://www.glassdoor.com/Reviews/Continental-Guest-Services-Reviews-E398129.htm"
"1459","GSEC","3.6","29","www.goldmansachs.com","Jersey City, NJ","Good learning experience with some knowledgeable people See all Reviews","http://www.glassdoor.com/Reviews/GSEC-Reviews-E27633.htm"
"1460","Wenner Media","3.2","29","www.rollingstone.com","New York, NY","Fun subject matter. Great offices. For the most part, really nice, talented co-workers. See all Reviews","http://www.glassdoor.com/Reviews/Wenner-Media-Reviews-E4078.htm"
"1461","Code and Theory","2.8","29","www.codeandtheory.com","New York, NY","This company is growing rapidly and it couldn't be more obvious around the office. Clients are high profile and the projects are creative and… See all Reviews","http://www.glassdoor.com/Reviews/Code-and-Theory-Reviews-E197717.htm"
"1462","OSP Group","2.8","28","www.ospgroup.com","New York, NY","Competitive Benefits, Compensation is Fair. Warm/Friendly Culture, Co-workers are great Very Stable Company // Open Door Policy // Great company… See all Reviews","http://www.glassdoor.com/Reviews/OSP-Group-Reviews-E694268.htm"
"1463","Magnetic","4.9","28","www.magnetic.com","New York, NY","Great culture, great place to go to work, people are open, friendly and supportive. See all Reviews","http://www.glassdoor.com/Reviews/Magnetic-Reviews-E859660.htm"
"1464","Bayard Advertising","2.7","27","www.bayardad.com","New York, NY","I have been working for Bayard for 6+ years and couldn't be happier . The team here is enthusiastic and fun to work with . The work is hard but… See all Reviews","http://www.glassdoor.com/Reviews/Bayard-Advertising-Reviews-E390073.htm"
